white,black,whiteScore,blackScore,result,plies
Gallant-Frog,Ruthless-Squid,1.00,0.00,WHITE_WON,139
Ruthless-Squid,Gallant-Frog,0.50,0.50,DRAW,235
Gallant-Frog,Ruthless-Squid,0.00,1.00,BLACK_WON,78
Ruthless-Squid,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,55
Wise-Lynx-Squeeze,Ruthless-Squid,1.00,0.00,WHITE_WON,187
Ruthless-Squid,Wise-Lynx-Squeeze,0.00,1.00,BLACK_WON,70
Wise-Lynx-Squeeze,Ruthless-Squid,1.00,0.00,WHITE_WON,159
Ruthless-Squid,Wise-Lynx-Squeeze,0.00,1.00,BLACK_WON,128
Wise-Lynx-Squeeze,Ruthless-Squid,0.00,1.00,BLACK_WON,178
Ruthless-Squid,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,35
Wise-Lynx-Squeeze,Ruthless-Squid,1.00,0.00,WHITE_WON,93
Ruthless-Squid,Wise-Lynx-Squeeze,0.50,0.50,DRAW,275
Wise-Lynx-Squeeze,Ruthless-Squid,1.00,0.00,WHITE_WON,115
Ruthless-Squid,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,76
Stoic-Gorilla-Interference,Ruthless-Squid,0.00,1.00,BLACK_WON,122
Ruthless-Squid,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,144
Stoic-Gorilla-Interference,Ruthless-Squid,1.00,0.00,WHITE_WON,59
Ruthless-Squid,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,147
Stoic-Gorilla-Interference,Ruthless-Squid,0.00,1.00,BLACK_WON,82
Ruthless-Squid,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,116
Stoic-Gorilla-Interference,Ruthless-Squid,0.00,1.00,BLACK_WON,100
Ruthless-Squid,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,30
Stoic-Gorilla-Interference,Ruthless-Squid,0.50,0.50,DRAW,17
Ruthless-Squid,Bold-Phoenix-Raze,0.50,0.50,DRAW,86
Bold-Phoenix-Raze,Ruthless-Squid,0.00,1.00,BLACK_WON,82
Ruthless-Squid,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,107
Bold-Phoenix-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,125
Ruthless-Squid,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,91
Bold-Phoenix-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,113
Ruthless-Squid,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,27
Bold-Phoenix-Raze,Ruthless-Squid,0.00,1.00,BLACK_WON,60
Ruthless-Squid,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,75
Bold-Phoenix-Raze,Ruthless-Squid,1.00,0.00,WHITE_WON,143
Ruthless-Squid,Cunning-Minotaur,1.00,0.00,WHITE_WON,109
Cunning-Minotaur,Ruthless-Squid,0.00,1.00,BLACK_WON,114
Ruthless-Squid,Cunning-Minotaur,1.00,0.00,WHITE_WON,107
Cunning-Minotaur,Ruthless-Squid,0.00,1.00,BLACK_WON,58
Ruthless-Squid,Cunning-Minotaur,0.00,1.00,BLACK_WON,70
Cunning-Minotaur,Ruthless-Squid,1.00,0.00,WHITE_WON,105
Ruthless-Squid,Cunning-Minotaur,1.00,0.00,WHITE_WON,105
Cunning-Minotaur,Ruthless-Squid,0.50,0.50,DRAW,148
Ruthless-Squid,Cunning-Minotaur,1.00,0.00,WHITE_WON,133
Cunning-Minotaur,Ruthless-Squid,0.00,1.00,BLACK_WON,64
Ruthless-Squid,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,118
Feral-Wolverine-Switch,Ruthless-Squid,1.00,0.00,WHITE_WON,149
Ruthless-Squid,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,117
Feral-Wolverine-Switch,Ruthless-Squid,0.00,1.00,BLACK_WON,78
Ruthless-Squid,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,57
Feral-Wolverine-Switch,Ruthless-Squid,0.00,1.00,BLACK_WON,72
Ruthless-Squid,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,58
Feral-Wolverine-Switch,Ruthless-Squid,1.00,0.00,WHITE_WON,63
Ruthless-Squid,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,200
Feral-Wolverine-Switch,Ruthless-Squid,0.00,1.00,BLACK_WON,134
Ruthless-Squid,Young-Basilisk,1.00,0.00,WHITE_WON,85
Young-Basilisk,Ruthless-Squid,1.00,0.00,WHITE_WON,207
Ruthless-Squid,Young-Basilisk,0.50,0.50,DRAW,169
Young-Basilisk,Ruthless-Squid,0.00,1.00,BLACK_WON,78
Ruthless-Squid,Young-Basilisk,1.00,0.00,WHITE_WON,95
Young-Basilisk,Ruthless-Squid,1.00,0.00,WHITE_WON,127
Ruthless-Squid,Young-Basilisk,0.50,0.50,DRAW,121
Young-Basilisk,Ruthless-Squid,0.50,0.50,DRAW,161
Ruthless-Squid,Young-Basilisk,1.00,0.00,WHITE_WON,57
Young-Basilisk,Ruthless-Squid,0.00,1.00,BLACK_WON,80
Ruthless-Squid,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,55
Vibrant-Hippogriff-MatingNet,Ruthless-Squid,1.00,0.00,WHITE_WON,77
Ruthless-Squid,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,88
Vibrant-Hippogriff-MatingNet,Ruthless-Squid,0.00,1.00,BLACK_WON,76
Ruthless-Squid,Vibrant-Hippogriff-MatingNet,0.50,0.50,DRAW,63
Vibrant-Hippogriff-MatingNet,Ruthless-Squid,1.00,0.00,WHITE_WON,113
Ruthless-Squid,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,86
Vibrant-Hippogriff-MatingNet,Ruthless-Squid,1.00,0.00,WHITE_WON,89
Ruthless-Squid,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,101
Vibrant-Hippogriff-MatingNet,Ruthless-Squid,1.00,0.00,WHITE_WON,81
Ruthless-Squid,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,76
Blazing-Scorpion-Simplification,Ruthless-Squid,1.00,0.00,WHITE_WON,109
Ruthless-Squid,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,92
Blazing-Scorpion-Simplification,Ruthless-Squid,1.00,0.00,WHITE_WON,143
Ruthless-Squid,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,111
Blazing-Scorpion-Simplification,Ruthless-Squid,1.00,0.00,WHITE_WON,113
Ruthless-Squid,Blazing-Scorpion-Simplification,0.50,0.50,DRAW,142
Blazing-Scorpion-Simplification,Ruthless-Squid,1.00,0.00,WHITE_WON,45
Ruthless-Squid,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,84
Blazing-Scorpion-Simplification,Ruthless-Squid,0.50,0.50,DRAW,160
Rebellious-Sloth,Heroic-Swan-Initiation,0.50,0.50,DRAW,85
Heroic-Swan-Initiation,Rebellious-Sloth,0.00,1.00,BLACK_WON,202
Rebellious-Sloth,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,49
Heroic-Swan-Initiation,Rebellious-Sloth,1.00,0.00,WHITE_WON,99
Rebellious-Sloth,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,137
Heroic-Swan-Initiation,Rebellious-Sloth,0.50,0.50,DRAW,41
Rebellious-Sloth,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,39
Heroic-Swan-Initiation,Rebellious-Sloth,0.00,1.00,BLACK_WON,88
Rebellious-Sloth,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,116
Heroic-Swan-Initiation,Rebellious-Sloth,1.00,0.00,WHITE_WON,69
Rebellious-Sloth,Tactical-Hydra,1.00,0.00,WHITE_WON,57
Tactical-Hydra,Rebellious-Sloth,0.00,1.00,BLACK_WON,270
Rebellious-Sloth,Tactical-Hydra,1.00,0.00,WHITE_WON,47
Tactical-Hydra,Rebellious-Sloth,0.50,0.50,DRAW,182
Rebellious-Sloth,Tactical-Hydra,1.00,0.00,WHITE_WON,83
Tactical-Hydra,Rebellious-Sloth,1.00,0.00,WHITE_WON,119
Rebellious-Sloth,Tactical-Hydra,1.00,0.00,WHITE_WON,127
Tactical-Hydra,Rebellious-Sloth,0.00,1.00,BLACK_WON,52
Rebellious-Sloth,Tactical-Hydra,1.00,0.00,WHITE_WON,53
Tactical-Hydra,Rebellious-Sloth,0.50,0.50,DRAW,23
Rebellious-Sloth,Sassy-Mole-Raze,0.50,0.50,DRAW,253
Sassy-Mole-Raze,Rebellious-Sloth,0.50,0.50,DRAW,246
Rebellious-Sloth,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,57
Sassy-Mole-Raze,Rebellious-Sloth,1.00,0.00,WHITE_WON,109
Rebellious-Sloth,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,78
Sassy-Mole-Raze,Rebellious-Sloth,0.00,1.00,BLACK_WON,186
Rebellious-Sloth,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,69
Sassy-Mole-Raze,Rebellious-Sloth,1.00,0.00,WHITE_WON,153
Rebellious-Sloth,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,139
Sassy-Mole-Raze,Rebellious-Sloth,1.00,0.00,WHITE_WON,69
Rebellious-Sloth,Gallant-Frog,0.50,0.50,DRAW,137
Gallant-Frog,Rebellious-Sloth,0.50,0.50,DRAW,34
Rebellious-Sloth,Gallant-Frog,0.00,1.00,BLACK_WON,96
Gallant-Frog,Rebellious-Sloth,0.00,1.00,BLACK_WON,62
Rebellious-Sloth,Gallant-Frog,1.00,0.00,WHITE_WON,33
Gallant-Frog,Rebellious-Sloth,1.00,0.00,WHITE_WON,55
Rebellious-Sloth,Gallant-Frog,1.00,0.00,WHITE_WON,51
Gallant-Frog,Rebellious-Sloth,0.50,0.50,DRAW,74
Rebellious-Sloth,Gallant-Frog,1.00,0.00,WHITE_WON,105
Gallant-Frog,Rebellious-Sloth,1.00,0.00,WHITE_WON,97
Rebellious-Sloth,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,71
Wise-Lynx-Squeeze,Rebellious-Sloth,0.00,1.00,BLACK_WON,96
Rebellious-Sloth,Wise-Lynx-Squeeze,0.00,1.00,BLACK_WON,114
Wise-Lynx-Squeeze,Rebellious-Sloth,0.00,1.00,BLACK_WON,38
Rebellious-Sloth,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,67
Wise-Lynx-Squeeze,Rebellious-Sloth,0.50,0.50,DRAW,164
Rebellious-Sloth,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,53
Wise-Lynx-Squeeze,Rebellious-Sloth,0.00,1.00,BLACK_WON,74
Rebellious-Sloth,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,91
Wise-Lynx-Squeeze,Rebellious-Sloth,0.50,0.50,DRAW,60
Rebellious-Sloth,Stoic-Gorilla-Interference,0.50,0.50,DRAW,206
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,61
Rebellious-Sloth,Stoic-Gorilla-Interference,0.50,0.50,DRAW,217
Stoic-Gorilla-Interference,Rebellious-Sloth,0.00,1.00,BLACK_WON,80
Rebellious-Sloth,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,63
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,111
Rebellious-Sloth,Stoic-Gorilla-Interference,0.50,0.50,DRAW,58
Stoic-Gorilla-Interference,Rebellious-Sloth,1.00,0.00,WHITE_WON,53
Rebellious-Sloth,Stoic-Gorilla-Interference,0.50,0.50,DRAW,91
Stoic-Gorilla-Interference,Rebellious-Sloth,0.50,0.50,DRAW,53
Rebellious-Sloth,Bold-Phoenix-Raze,0.50,0.50,DRAW,42
Bold-Phoenix-Raze,Rebellious-Sloth,0.00,1.00,BLACK_WON,70
Rebellious-Sloth,Bold-Phoenix-Raze,0.00,1.00,BLACK_WON,88
Bold-Phoenix-Raze,Rebellious-Sloth,0.00,1.00,BLACK_WON,62
Rebellious-Sloth,Bold-Phoenix-Raze,0.50,0.50,DRAW,97
Bold-Phoenix-Raze,Rebellious-Sloth,1.00,0.00,WHITE_WON,83
Rebellious-Sloth,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,77
Bold-Phoenix-Raze,Rebellious-Sloth,0.50,0.50,DRAW,89
Rebellious-Sloth,Bold-Phoenix-Raze,0.50,0.50,DRAW,63
Bold-Phoenix-Raze,Rebellious-Sloth,0.00,1.00,BLACK_WON,56
Rebellious-Sloth,Cunning-Minotaur,1.00,0.00,WHITE_WON,81
Cunning-Minotaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,44
Rebellious-Sloth,Cunning-Minotaur,0.00,1.00,BLACK_WON,76
Cunning-Minotaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,64
Rebellious-Sloth,Cunning-Minotaur,1.00,0.00,WHITE_WON,111
Cunning-Minotaur,Rebellious-Sloth,0.00,1.00,BLACK_WON,76
Rebellious-Sloth,Cunning-Minotaur,0.00,1.00,BLACK_WON,48
Cunning-Minotaur,Rebellious-Sloth,1.00,0.00,WHITE_WON,57
Rebellious-Sloth,Cunning-Minotaur,1.00,0.00,WHITE_WON,105
Cunning-Minotaur,Rebellious-Sloth,0.50,0.50,DRAW,214
Rebellious-Sloth,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,54
Feral-Wolverine-Switch,Rebellious-Sloth,1.00,0.00,WHITE_WON,147
Rebellious-Sloth,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,145
Feral-Wolverine-Switch,Rebellious-Sloth,0.50,0.50,DRAW,215
Rebellious-Sloth,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,144
Feral-Wolverine-Switch,Rebellious-Sloth,1.00,0.00,WHITE_WON,67
Rebellious-Sloth,Feral-Wolverine-Switch,0.50,0.50,DRAW,70
Feral-Wolverine-Switch,Rebellious-Sloth,0.50,0.50,DRAW,99
Rebellious-Sloth,Feral-Wolverine-Switch,0.50,0.50,DRAW,51
Feral-Wolverine-Switch,Rebellious-Sloth,1.00,0.00,WHITE_WON,139
Rebellious-Sloth,Young-Basilisk,0.00,1.00,BLACK_WON,46
Young-Basilisk,Rebellious-Sloth,0.50,0.50,DRAW,175
Rebellious-Sloth,Young-Basilisk,0.50,0.50,DRAW,30
Young-Basilisk,Rebellious-Sloth,0.50,0.50,DRAW,126
Rebellious-Sloth,Young-Basilisk,1.00,0.00,WHITE_WON,65
Young-Basilisk,Rebellious-Sloth,0.00,1.00,BLACK_WON,106
Rebellious-Sloth,Young-Basilisk,0.00,1.00,BLACK_WON,90
Young-Basilisk,Rebellious-Sloth,1.00,0.00,WHITE_WON,89
Rebellious-Sloth,Young-Basilisk,0.50,0.50,DRAW,67
Young-Basilisk,Rebellious-Sloth,1.00,0.00,WHITE_WON,125
Rebellious-Sloth,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,49
Vibrant-Hippogriff-MatingNet,Rebellious-Sloth,0.00,1.00,BLACK_WON,88
Rebellious-Sloth,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,77
Vibrant-Hippogriff-MatingNet,Rebellious-Sloth,0.50,0.50,DRAW,108
Rebellious-Sloth,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,41
Vibrant-Hippogriff-MatingNet,Rebellious-Sloth,0.50,0.50,DRAW,181
Rebellious-Sloth,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,162
Vibrant-Hippogriff-MatingNet,Rebellious-Sloth,1.00,0.00,WHITE_WON,91
Rebellious-Sloth,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,121
Vibrant-Hippogriff-MatingNet,Rebellious-Sloth,0.50,0.50,DRAW,59
Rebellious-Sloth,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,115
Blazing-Scorpion-Simplification,Rebellious-Sloth,1.00,0.00,WHITE_WON,105
Rebellious-Sloth,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,87
Blazing-Scorpion-Simplification,Rebellious-Sloth,1.00,0.00,WHITE_WON,37
Rebellious-Sloth,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,93
Blazing-Scorpion-Simplification,Rebellious-Sloth,0.00,1.00,BLACK_WON,98
Rebellious-Sloth,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,120
Blazing-Scorpion-Simplification,Rebellious-Sloth,1.00,0.00,WHITE_WON,83
Rebellious-Sloth,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,27
Blazing-Scorpion-Simplification,Rebellious-Sloth,1.00,0.00,WHITE_WON,71
Heroic-Swan-Initiation,Tactical-Hydra,0.50,0.50,DRAW,44
Tactical-Hydra,Heroic-Swan-Initiation,0.50,0.50,DRAW,144
Heroic-Swan-Initiation,Tactical-Hydra,1.00,0.00,WHITE_WON,41
Tactical-Hydra,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,71
Heroic-Swan-Initiation,Tactical-Hydra,1.00,0.00,WHITE_WON,105
Tactical-Hydra,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,96
Heroic-Swan-Initiation,Tactical-Hydra,1.00,0.00,WHITE_WON,47
Tactical-Hydra,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,65
Heroic-Swan-Initiation,Tactical-Hydra,0.00,1.00,BLACK_WON,152
Tactical-Hydra,Heroic-Swan-Initiation,0.50,0.50,DRAW,17
Heroic-Swan-Initiation,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,70
Sassy-Mole-Raze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,72
Heroic-Swan-Initiation,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,39
Sassy-Mole-Raze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,169
Heroic-Swan-Initiation,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,136
Sassy-Mole-Raze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,91
Heroic-Swan-Initiation,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,75
Sassy-Mole-Raze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,101
Heroic-Swan-Initiation,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,75
Sassy-Mole-Raze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,101
Heroic-Swan-Initiation,Gallant-Frog,1.00,0.00,WHITE_WON,63
Gallant-Frog,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,80
Heroic-Swan-Initiation,Gallant-Frog,0.00,1.00,BLACK_WON,78
Gallant-Frog,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,101
Heroic-Swan-Initiation,Gallant-Frog,0.50,0.50,DRAW,168
Gallant-Frog,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,43
Heroic-Swan-Initiation,Gallant-Frog,1.00,0.00,WHITE_WON,57
Gallant-Frog,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,104
Heroic-Swan-Initiation,Gallant-Frog,1.00,0.00,WHITE_WON,67
Gallant-Frog,Heroic-Swan-Initiation,0.50,0.50,DRAW,152
Heroic-Swan-Initiation,Wise-Lynx-Squeeze,0.00,1.00,BLACK_WON,114
Wise-Lynx-Squeeze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,103
Heroic-Swan-Initiation,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,57
Wise-Lynx-Squeeze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,136
Heroic-Swan-Initiation,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,83
Wise-Lynx-Squeeze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,93
Wise-Lynx-Squeeze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,234
Heroic-Swan-Initiation,Wise-Lynx-Squeeze,1.00,0.00,WHITE_WON,149
Wise-Lynx-Squeeze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,103
Heroic-Swan-Initiation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,22
Stoic-Gorilla-Interference,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,53
Heroic-Swan-Initiation,Stoic-Gorilla-Interference,0.00,1.00,BLACK_WON,94
Stoic-Gorilla-Interference,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,71
Heroic-Swan-Initiation,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,127
Stoic-Gorilla-Interference,Heroic-Swan-Initiation,0.50,0.50,DRAW,17
Heroic-Swan-Initiation,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,85
Stoic-Gorilla-Interference,Heroic-Swan-Initiation,0.50,0.50,DRAW,17
Heroic-Swan-Initiation,Stoic-Gorilla-Interference,1.00,0.00,WHITE_WON,67
Stoic-Gorilla-Interference,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,63
Heroic-Swan-Initiation,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,51
Bold-Phoenix-Raze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,70
Heroic-Swan-Initiation,Bold-Phoenix-Raze,0.50,0.50,DRAW,100
Bold-Phoenix-Raze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,84
Heroic-Swan-Initiation,Bold-Phoenix-Raze,0.00,1.00,BLACK_WON,62
Bold-Phoenix-Raze,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,117
Heroic-Swan-Initiation,Bold-Phoenix-Raze,1.00,0.00,WHITE_WON,113
Bold-Phoenix-Raze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,68
Heroic-Swan-Initiation,Bold-Phoenix-Raze,0.00,1.00,BLACK_WON,122
Bold-Phoenix-Raze,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,62
Heroic-Swan-Initiation,Cunning-Minotaur,0.50,0.50,DRAW,165
Cunning-Minotaur,Heroic-Swan-Initiation,0.50,0.50,DRAW,17
Heroic-Swan-Initiation,Cunning-Minotaur,1.00,0.00,WHITE_WON,105
Cunning-Minotaur,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,75
Heroic-Swan-Initiation,Cunning-Minotaur,1.00,0.00,WHITE_WON,43
Cunning-Minotaur,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,69
Heroic-Swan-Initiation,Cunning-Minotaur,0.00,1.00,BLACK_WON,154
Cunning-Minotaur,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,120
Heroic-Swan-Initiation,Cunning-Minotaur,0.00,1.00,BLACK_WON,94
Cunning-Minotaur,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,146
Heroic-Swan-Initiation,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,47
Feral-Wolverine-Switch,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,82
Heroic-Swan-Initiation,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,90
Feral-Wolverine-Switch,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,69
Heroic-Swan-Initiation,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,68
Feral-Wolverine-Switch,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,42
Heroic-Swan-Initiation,Feral-Wolverine-Switch,0.00,1.00,BLACK_WON,156
Feral-Wolverine-Switch,Heroic-Swan-Initiation,0.50,0.50,DRAW,52
Heroic-Swan-Initiation,Feral-Wolverine-Switch,1.00,0.00,WHITE_WON,51
Feral-Wolverine-Switch,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,75
Heroic-Swan-Initiation,Young-Basilisk,1.00,0.00,WHITE_WON,131
Young-Basilisk,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,48
Heroic-Swan-Initiation,Young-Basilisk,1.00,0.00,WHITE_WON,77
Young-Basilisk,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,105
Heroic-Swan-Initiation,Young-Basilisk,1.00,0.00,WHITE_WON,51
Young-Basilisk,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,140
Heroic-Swan-Initiation,Young-Basilisk,0.50,0.50,DRAW,71
Young-Basilisk,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Young-Basilisk,0.00,1.00,BLACK_WON,56
Young-Basilisk,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,157
Heroic-Swan-Initiation,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,53
Vibrant-Hippogriff-MatingNet,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,78
Heroic-Swan-Initiation,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,100
Vibrant-Hippogriff-MatingNet,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,115
Heroic-Swan-Initiation,Vibrant-Hippogriff-MatingNet,1.00,0.00,WHITE_WON,105
Vibrant-Hippogriff-MatingNet,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,99
Heroic-Swan-Initiation,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,78
Vibrant-Hippogriff-MatingNet,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,96
Heroic-Swan-Initiation,Vibrant-Hippogriff-MatingNet,0.00,1.00,BLACK_WON,238
Vibrant-Hippogriff-MatingNet,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,22
Blazing-Scorpion-Simplification,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,107
Heroic-Swan-Initiation,Blazing-Scorpion-Simplification,0.00,1.00,BLACK_WON,22
Blazing-Scorpion-Simplification,Heroic-Swan-Initiation,0.00,1.00,BLACK_WON,100
Heroic-Swan-Initiation,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,73
Blazing-Scorpion-Simplification,Heroic-Swan-Initiation,0.50,0.50,DRAW,21
Heroic-Swan-Initiation,Blazing-Scorpion-Simplification,0.50,0.50,DRAW,155
Blazing-Scorpion-Simplification,Heroic-Swan-Initiation,1.00,0.00,WHITE_WON,59
Heroic-Swan-Initiation,Blazing-Scorpion-Simplification,1.00,0.00,WHITE_WON,75
Blazing-Scorpion-Simplification,Heroic-Swan-Initiation,0.50,0.50,DRAW,77
Tactical-Hydra,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,48
Sassy-Mole-Raze,Tactical-Hydra,0.50,0.50,DRAW,30
Tactical-Hydra,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,82
Sassy-Mole-Raze,Tactical-Hydra,1.00,0.00,WHITE_WON,115
Tactical-Hydra,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,56
Sassy-Mole-Raze,Tactical-Hydra,1.00,0.00,WHITE_WON,73
Tactical-Hydra,Sassy-Mole-Raze,0.00,1.00,BLACK_WON,78
Sassy-Mole-Raze,Tactical-Hydra,1.00,0.00,WHITE_WON,37
Tactical-Hydra,Sassy-Mole-Raze,1.00,0.00,WHITE_WON,47
Sassy-Mole-Raze,Tactical-Hydra,1.00,0.00,WHITE_WON,133
Tactical-Hydra,Gallant-Frog,1.00,0.00,WHITE_WON,33
Gallant-Frog,Tactical-Hydra,0.00,1.00,BLACK_WON,70
Tactical-Hydra,Gallant-Frog,1.00,0.00,WHITE_WON,99
Gallant-Frog,Tactical-Hydra,1.00,0.00,WHITE_WON,87
Tactical-Hydra,Gallant-Frog,0.00,1.00,BLACK_WON,98
Gallant-Frog,Tactical-Hydra,0.00,1.00,BLACK_WON,80
